symbol,ratio,type,2020,2021,2022,2023
AMMN,Current Ratio,Liquidity,3.625529370275533,2.528676583626767,3.446784107877356,3.286722988683925
AMMN,DER,Solvency,0.8964653549056532,0.7606333846310328,0.5101655005782503,0.7066801993596
AMMN,Debt Ratio,Solvency,0.3921681283145559,0.3535739017405976,0.2770052865389672,0.3534521564291205
AMMN,GPM,Profitability,0.3576790488741967,0.5025564639046696,0.5790817498326927,0.4435622723908398
AMMN,Interest Coverage Ratio,Solvency,2.1678786297751618,4.663357302505462,10.726113397283743,3.935536655928761
AMMN,NPM,Profitability,0.0860517233472833,0.2440564716025433,0.3863748629917721,0.1240033147024759
AMMN,Operating Margin,Profitability,0.2651015944476456,0.4288331562822348,0.5397011153582778,0.3773178942295161
AMMN,Quick Ratio,Liquidity,2.555816556524939,1.5310905483854438,2.5856615457901637,2.8148633286828915
AMMN,ROE,Profitability,0.0414660274393758,0.1310878116831406,0.3098797902599476,0.0554166413001934
AMMN,ROI,Profitability,0.0218649011077973,0.0744549165246074,0.2051959140513361,0.0324704307936469
AMOR,Cash Ratio,Liquidity,4.439013220269209,4.624396834904909,2.8131759917280768,2.8472524060850666
AMOR,Current Ratio,Liquidity,7.129190300905884,5.66289898564967,5.207011439544388,5.893014591741695
AMOR,DER,Solvency,0.0003278248280814,0.0666233855495834,0.062449111470113,0.0579430825196774
AMOR,Debt Ratio,Solvency,0.000278275212224,0.0529050850068325,0.0491705271941406,0.0467190392017027
AMOR,GPM,Profitability,0.5444452959352611,0.446243388136513,0.5309860407219703,0.5246686360094011
AMOR,Interest Coverage Ratio,Solvency,8512.796812475359,89.38248847926268,124.06068376068376,105.99708454810497
AMOR,NPM,Profitability,0.2845502804999066,0.2970314447406241,0.3009615262482694,0.2851624707755904
AMOR,Operating Margin,Profitability,0.3461698084545316,0.3469953664776285,0.3687357898614233,0.3359721293852016
AMOR,ROE,Profitability,0.2786406638435696,0.3191081754258055,0.3827851373182552,0.3186112382597802
AMOR,ROI,Profitability,0.2785493484513014,0.3191081754258055,0.3827851373182552,0.3186112382597802
AMRT,Cash Ratio,Liquidity,0.0104853544653353,0.0804650153660272,0.0098164197245743,0.017129192517584
AMRT,Current Ratio,Liquidity,0.8846674299378336,0.8678462421457761,0.9007988391896778,1.003646368892135
AMRT,DER,Solvency,0.630979840756745,0.332563616059328,0.2724124800483927,0.128585561859598
AMRT,Debt Ratio,Solvency,0.1803259152038892,0.1120683399944684,0.099422934804506,0.0543439833864112
AMRT,GPM,Profitability,0.2032581849602674,0.2069933653891102,0.206577341916795,0.2156826908355976
AMRT,Interest Coverage Ratio,Solvency,4.4236454621672605,8.64454664302505,20.57592245938232,27.250007690272728
AMRT,NPM,Profitability,0.013998676986314,0.0226828791629766,0.0294587903024003,0.031826332123496
AMRT,Operating Margin,Profitability,0.0092477100468857,0.0206966311400408,0.0281007874505778,0.0298958200661551
AMRT,Quick Ratio,Liquidity,0.3861616418851479,0.3332039982020096,0.37585167648577,0.4189238012765738
